site_id,name,latitude,longitude,n_connectors,max_power_kw,connector_types,operator
BUGYRKONTGEWXMIFAG6X,SMAP_Manacor_4,39.57076,2.6656144,0,,Unknown,Unknown
ZKUSVTIVKJ4DKHKOHNSL,SMAP_Manacor_3,39.57076,2.665591,0,,Unknown,Unknown
RW1JEMEJN4CCMVIUW0H1,SMAP_Manacor_5,39.57076,2.6656375,0,,Unknown,Unknown
THO2G0KRYRAX2XNBBLDQ,SMAP_Comtat del Rossello_1,39.574177,2.654211,0,,Unknown,Unknown
OI0QLMFIPDTKAIIPCSOM,SMAP_Comtat del Rossello_2,39.57416,2.6542344,0,,Unknown,Unknown
WJG00ICVOA87QEIDBQR0,SMAP_Comtat del Rossello_4,39.574123,2.6542811,0,,Unknown,Unknown
9EHR3LCMYUZK6DY7QDHZ,SMAP_Comtat del Rossello_3,39.574142,2.6542578,0,,Unknown,Unknown
7DSO6FQEXLJPGB12IJJV,SMAP_Comtat del Rossello_5,39.57411,2.6543045,0,,Unknown,Unknown
DFLM5K6ZNPIWCTD1RCRZ,SMAP_Comtat del Rossello_6,39.57409,2.6543279,0,,Unknown,Unknown
9R1YSSJ3YVIRI5O5CV1J,SMAP_Comtat del Rossello_7,39.57407,2.6543512,0,,Unknown,Unknown
ACMY0GOYOK9QPKQDLZVH,SMAP_Comte Empuries_1,39.577404,2.6544628,0,,Unknown,Unknown
XX5OEDW2OOZG6A7VTQXO,SMAP_Comte Empuries_3,39.577442,2.6545093,0,,Unknown,Unknown
VTMY5V9DWNBCKYS5QAEO,SMAP_Plaça Major_1,39.57144,2.6515353,0,,Unknown,Unknown
CJXOIETXSGJNG4H1QKOM,SMAP_Plaça Major_2,39.571423,2.6515584,0,,Unknown,Unknown
WNBHJNGPW85GPZBMGP85,SMAP_Plaça Major_3,39.571404,2.651582,0,,Unknown,Unknown
QT1E6AWUJP1NJLSZ3EQM,SMAP_Plaça Major_5,39.57137,2.6516287,0,,Unknown,Unknown
O9N55ZAYR6MDB4CRCA00,SMAP_Plaça Major_4,39.571384,2.6516054,0,,Unknown,Unknown
GR0AZ3Z67QYSXG6NLXI6,SMAP_Plaça Major_6,39.57135,2.651652,0,,Unknown,Unknown
LGV2LMN7KNAURVL8L09H,SMAP_Plaça Major_7,39.57133,2.6516755,0,,Unknown,Unknown
UB1PXY4JHT8MCHNFXCLD,SMAP_Plaça Major_9,39.571297,2.6517222,0,,Unknown,Unknown
LO1RWGQZQO2FGWJN2Z7J,SMAP_Plaça Major_8,39.571316,2.6516988,0,,Unknown,Unknown
3WV2C30HNYOZUU29N0FO,SMAP_Avenidas_1,39.571278,2.657043,0,,Unknown,Unknown
O0VA7W0HL6WGO8WQMEFT,SMAP_Avenidas_2,39.571278,2.657066,0,,Unknown,Unknown
P7UVZNNJJVUPGOXA2UG8,SMAP_Avenidas_3,39.571278,2.6570895,0,,Unknown,Unknown
4LMTOH065UNK7LPSL8QP,SMAP_Avenidas_4,39.571278,2.6571128,0,,Unknown,Unknown
NGWQZOPB6DIRLNCDDQAP,SMAP_Avenidas_5,39.571278,2.6571362,0,,Unknown,Unknown
PKPCUV6RQOOUR0PFVTXC,SMAP_Avenidas_6,39.571278,2.6571593,0,,Unknown,Unknown
LSVJODB6Q0PYB9WEKNRU,Castell de Bellver,39.562527,2.619683,0,,Unknown,Unknown
ITELBCKAGBCQ6QLVP5YA,Mercat de Llevant,39.56504,2.6627314,0,,Unknown,Unknown
YED7CMK7W0UTQ8MS6WYB,Son Hugo_1,39.59242,2.6618884,0,,Unknown,Unknown
MORSFZWRI9FLDJL8LK1Z,Son Hugo_2,39.59242,2.6619232,0,,Unknown,Unknown
PGVLHK5MM2VJ62FEOYVV,Germans Escales_1,39.577858,2.6776664,0,,Unknown,Unknown
ZELDMJNDZQG5JKE5I6ZL,Germans Escales_2,39.577858,2.6777015,0,,Unknown,Unknown
KBN3O740Z0LCMFSIFMJV,Rudy Fernandez,39.555435,2.5947425,0,,Unknown,Unknown
TZ2HOP2NG9WGAPFBMAMJ,CF Sant Jordi,39.552628,2.7771497,0,,Unknown,Unknown
M05FVXOWEZLIVRT4ZBCD,CF Son Ferriol,39.57511,2.7200258,0,,Unknown,Unknown
BGKV4M9JLAPYHU6XESJP,Federacio Balear de Petanca,39.57511,2.677295,0,,Unknown,Unknown
WTMQEMRD9ZZHCOBNWLPI,Tanatori Son Valenti_1,39.589138,2.6373088,0,,Unknown,Unknown
GX0DBMCH0UONXPNOK6BJ,Tanatori Son Valenti_3,39.589138,2.6373787,0,,Unknown,Unknown
XZUEHTU4YJE7STYC73IT,Tanatori Son Valenti_2,39.589138,2.6373436,0,,Unknown,Unknown
B3OHNQYL6ESKJOMI3XJI,Sant Ferran_34,39.578415,2.6346052,0,,Unknown,Unknown
3BTIESRO7TKKUMUSAQOD,Pl Alexander Fleming_20,39.581184,2.6554804,0,,Unknown,Unknown
6OPQTNUAFGVI48TLUPTD,Sant Miquel_68_Motos,39.57672,2.652382,0,,Unknown,Unknown
ZDXJZZ0LLXTRSYDNAPKP,Conquistador_Pl de la Reina,39.56874,2.6469734,0,,Unknown,Unknown
II9IRRQVQOFCZI3Y3O5K,Sant Miquel_77,39.576733,2.6523004,0,,Unknown,Unknown
IDEIWL7DCJA3M7I1NR4Z,Centro de salud Pola de Siero - DC,43.387817,-5.6632457,0,,Unknown,Unknown
RTLXQCKQREUW4DJYQ82V,UMH - Edificio Rectorado Elche,38.274807,-0.684985,0,,Unknown,Unknown
L3PLV9FBBN2AZ87UYPR3,UMH - San Juan Alicante,38.389652,-0.436007,0,,Unknown,Unknown
RHGR9RNZVSYP2KGTN6CK,UMH - Edificio Torrevaillo Elche,38.27762,-0.691662,0,,Unknown,Unknown
DLHWOMAKQSHWF28ARNX9,SHOPPING CENTER LIDL,41.923473,2.2467723,0,,Unknown,Unknown
KMT9VXV5UPPZO2PP69CS,CC PLAZA ELÍPTICA,42.231472,-8.720774,0,,Unknown,Unknown
KVUXCOQLICV1C65PRWLR,US_432_Benijofar I,38.066162,-0.7320299,0,,Unknown,Unknown
9BGD78C4YGCEOPDN5HCR,US_305_Madridejos II,39.51866,-3.5242448,0,,Unknown,Unknown
BMJTVO1SRH6LCRTABAFW,US_458_Xátiva I,38.99627,-0.52139,0,,Unknown,Unknown
AQA8L4OMWSRQ4AWB8KID,US_410_Finestrat I,38.538334,-0.1815482,0,,Unknown,Unknown
2SLMAFYE7CJVG7LOA1WL,US_199_Lora del Rio I,37.652363,-5.5225353,0,,Unknown,Unknown
EIEUEIP444XHLNRSSWJX,US_352_Mairena del Alcor I,37.38189,-5.728666,0,,Unknown,Unknown
1QSQMLJM30LU7CJHU9BP,US_465_Salvaterra do Miño I,42.08613,-8.502202,0,,Unknown,Unknown
RPYSQOZDJNDJA17DVHL4,US_249_Santander II,43.44352,-3.855443,0,,Unknown,Unknown
X4MLOMVMLAK4ZK5N4PMC,US_127_Silleda I,42.69461,-8.24077,0,,Unknown,Unknown
RRNQMLBNXX1UTELCBGL6,US_462_Camargo I,43.425137,-3.837534,0,,Unknown,Unknown
YV2PDUZWW3LHRDEWG9CK,US_321_Campos I,39.43706,3.01132,0,,Unknown,Unknown
ZEUUZMWWPBMWSUNRZD6W,E-B-LaPineda-biguesIRiells-001,41.671272,2.2170541,0,,Unknown,Unknown
CFKSVNQLKJ87GWJBDBUV,E-AL-Berja-001,36.841816,-2.945933,0,,Unknown,Unknown
DBADNDX23VEQVINYMSR1,E-B-Barcelona-086,41.42868,2.165018,0,,Unknown,Unknown
KRYSZ7JKW0HIZEQLTALX,E-S-Barreda-001,43.34338,-4.028721,0,,Unknown,Unknown
YBDL092GQTK9GWZ7N3UW,E-MU-AguaSalada-001,38.08725,-1.789643,0,,Unknown,Unknown
Q3PNKUEXWMRCI7J6M52D,E-M-Madrid-259,40.372,-3.694817,0,,Unknown,Unknown
LELWIJNK9CKN9SNNX2LD,E-B-Condals-002,41.72237,1.815988,0,,Unknown,Unknown
BDNMBQQVRMWWK0HGUOVF,E-V-Carpesa-006,39.494625,-0.360734,0,,Unknown,Unknown
TPFFBUQIK11OXM3S5PVB,E-B-Terrassa-004,41.57328,2.004257,0,,Unknown,Unknown
2024007506,E-B-ElPratDeLlobregat-006,41.32439,2.084764,0,,Unknown,Unknown
1BI9DNSAPTLGLL8NORXK,T-SantCarlesDeLaRapita-002,40.609623,0.5834553,0,,Unknown,Unknown
2024007505,E-V-Algemesi-006,39.190475,-0.431639,0,,Unknown,Unknown
LK4CY2XKRYPOSLG694BZ,E-BA-EncomiendaOCYCA-001,38.97453,-5.793113,0,,Unknown,Unknown
TLISYYXBUWUHX12HZTGG,E-B-SantFeliuDeLlobregat-005,41.382793,2.055457,0,,Unknown,Unknown
NPSXTU37KHYZWVLJXSSO,A-ONDARA-012,38.776222,0.084395,0,,Unknown,Unknown
2024002362,E-A-Finestrat-008,38.568195,-0.209731,0,,Unknown,Unknown
2024006828,E-IB-Genova-001,39.586735,2.619393,0,,Unknown,Unknown
2024006491,E-BI-Zeberio-001,43.14732,-2.849374,0,,Unknown,Unknown
QFQM93EM0LBHME8BY16U,E-AL-Almeria-009,36.85141,-2.450634,0,,Unknown,Unknown
0D4EELVUJ9IQ5LMAO8IM,E-B-Barcelona-082,41.41062,2.198472,0,,Unknown,Unknown
LQV0ACMILMJKXB7BMTBI,E-A-Finestrat-009,38.55041,-0.184083,0,,Unknown,Unknown
Z5XZQTBD7RSSV1G2UASA,VI-Vitoria-025,42.861526,-2.663458,0,,Unknown,Unknown
5ZKRBOFD93R762YMNI54,E-ZA-Zamora-007,41.51182,-5.742877,0,,Unknown,Unknown
2025000416,E-IB-Aranjassa-001,39.57096,2.660326,0,,Unknown,Unknown
2025000184,M-Madrid-017,40.425903,-3.6924193,0,,Unknown,Unknown
2024006595,M-BoadillaDelMonte-037,40.407963,-3.880311,0,,Unknown,Unknown
WHMQJ0DUDWC2ZNXFLUTF,NA-ESTELLA-004,42.663048,-2.031495,0,,Unknown,Unknown
2024006504,J-Guarroman-001,38.19465,-3.674042,0,,Unknown,Unknown
X0KRI60EEMONRBB9GBDN,C-ACoruña-006,43.32905,-8.390306,0,,Unknown,Unknown
IGKI9J7IZUPXDRNBS6SP,E-SE-Bormujos-002,37.36717,-6.072462,0,,Unknown,Unknown
2025000182,M-Madrid-015,40.424664,-3.671213,0,,Unknown,Unknown
64QQYJF8P7HUQHEJY62K,E-A-Algoda-matola-001,38.26796,-0.705754,0,,Unknown,Unknown
2024006798,E-L-Gualda-001,41.61133,0.617717,0,,Unknown,Unknown
2024006838,LO-HARO-001,42.56834,-2.861139,0,,Unknown,Unknown
JLLTFB2JYWORAQMCJ6TE,E-V-Valencia-064,39.4631,-0.352376,0,,Unknown,Unknown
2025000414,T-Tarragona-018-REP,41.130703,1.203645,0,,Unknown,Unknown
2024007502,M-BoadillaDelMonte-035,40.411198,-3.89989,0,,Unknown,Unknown
2025000304,E-M-ElGurugu-002,40.433945,-3.281334,0,,Unknown,Unknown
2025000102,E-V-Alfafar-003,39.4204,-0.398197,0,,Unknown,Unknown
2025000181,M-Madrid-020,40.474308,-3.687725,0,,Unknown,Unknown
2025000327,E-M-ElGurugu-001,40.445522,-3.350443,0,,Unknown,Unknown
EBHSTYVBORSIIIYKTO3Y,B-SantAndreudeLlavaneres-003,41.55574,2.497123,0,,Unknown,Unknown
2024007501,NA-Pamplona-022,42.812267,-1.69188,0,,Unknown,Unknown
2024004970,E-B-Berardo-001,41.55492,2.089819,0,,Unknown,Unknown
IO99G33SZIDAJRPZIVWW,E-BA-Almendralejo-003,38.68089,-6.402244,0,,Unknown,Unknown
2024006837,E-CA-Algeciras-003,36.11917,-5.453116,0,,Unknown,Unknown
EUSA4YLJCJIMZZJXCPZU,OU-Ourense-007,42.355373,-7.905144,0,,Unknown,Unknown
2024006596,E-A-Torrevieja-012,38.000336,-0.671256,0,,Unknown,Unknown
2025000411,O-VEGADEO-02,43.464363,-7.051358,0,,Unknown,Unknown
2025000179,E-V-Rafelbuñol-004,39.58933,-0.3344,0,,Unknown,Unknown
2025000303,B-Espluguesdellobregat-007,41.37229,2.082969,0,,Unknown,Unknown
2024006593,E-V-Alboraya-001,39.495697,-0.352268,0,,Unknown,Unknown
2025000326,E-B-Tordera-001,41.695026,2.723477,0,,Unknown,Unknown
NCEECRH9F1UARKEMSJZS,CS-Culla-001,40.336826,-0.164864,0,,Unknown,Unknown
8QTE3L1XKSNPJPFGUPBI,E-B-Barcelona-078,41.387714,2.146499,0,,Unknown,Unknown
PXNKTJCAVW49LKLDUBSB,A-BanyeresdeMariola-002,38.718075,-0.659953,0,,Unknown,Unknown
2024004930,A-BENIDORM-011,38.558826,-0.158002,0,,Unknown,Unknown
0TJJVJ2VBCLXQAKCGUGM,E-B-Barcelona-079,41.406445,2.134527,0,,Unknown,Unknown
2025000325,S-Santander-010,43.4259,-3.842097,0,,Unknown,Unknown
2025000409,E-B-Teia-001,41.493073,2.3275,0,,Unknown,Unknown
2024007443,E-VI-VitoriaGasteiz-034,42.84585,-2.742357,0,,Unknown,Unknown
FBGQJNNKL5RWMHJEUAIS,E-B-SantBoiDeLlobregat-001,41.331234,2.03491,0,,Unknown,Unknown
W9KNIJ3XEHUOASOSUDIU,CA-JEREZDELAFRONTERA-030,36.69128,-6.159062,0,,Unknown,Unknown
81DES24RMJYPORLBPKNB,E-AB-Agramon-001,38.508694,-1.692071,0,,Unknown,Unknown
RJN9PYWNVZ7DATPZJX8Y,E-A-Alicante-030,38.34148,-0.492198,0,,Unknown,Unknown
2024006856,E-IB-CasaBlanca-001,39.588287,2.672947,0,,Unknown,Unknown
EQCCEDSKKITXDEUGRNCU,E-A-Elche/elx-104,38.261784,-0.708189,0,,Unknown,Unknown
2025000302,E-A-Lorcha-001,38.84267,-0.31064,0,,Unknown,Unknown
WPV1Q2EWZSMFMLRODXGN,E-B-MolinsDeRei-001,41.416588,2.011846,0,,Unknown,Unknown
YSIOEGG8WSEQM9NIQCC1,Z-Zaragoza-033,41.659313,-0.861782,0,,Unknown,Unknown
9PZZLF6YLPCDGIPUR6KH,V-Otinyent-003,38.819695,-0.601651,0,,Unknown,Unknown
Z6ZVIJWOGJJOVBVEORDI,M-BoadillaDelMonte-029,40.405727,-3.878085,0,,Unknown,Unknown
L8WF2KGNCTQLWIW3NF7P,E-PO-Sanxenxo-001,42.434647,-8.805723,0,,Unknown,Unknown
2025000408,MA-ESTEPONA-009,36.41137,-5.197067,0,,Unknown,Unknown
UD9DA89ALY669SYPELAX,E-MA-Benalmadena-002,36.547024,-4.629639,0,,Unknown,Unknown
2024006796,E-M-Madrid-226,40.425056,-3.634031,0,,Unknown,Unknown
2024007499,M-Madrid-016,40.416172,-3.692146,0,,Unknown,Unknown
W8GI1PKTJPKBY8KVSJNT,E-B-Terrassa-003,41.57675,2.035194,0,,Unknown,Unknown
DL52MCMTKO9ZJG5QXXSG,E-A-ElVerger-001,38.8474,0.01102,0,,Unknown,Unknown
2024006821,E-IB-Establiments-002,39.59345,2.63462,0,,Unknown,Unknown
U4GU9QWBCVNHW6FITYNF,E-A-Albatera-007,38.18376,-0.871392,0,,Unknown,Unknown
VYBLFS6Y4LKIMIUXVKS7,E-B-Barcelona-070,41.347157,2.144402,0,,Unknown,Unknown
1XHMSJR6ZNXJJVOS3RLE,E-B-SantFeliuDeLlobregat-002,41.39324,2.031692,0,,Unknown,Unknown
OMDSHKB0JTHUFH9EHCVG,E-B-Barcelona-068,41.347137,2.144263,0,,Unknown,Unknown
TAXQJX8N1XQTG77UPE5B,E-B-Barcelona-069,41.347145,2.144315,0,,Unknown,Unknown
2025000100,M-POZUELODEALARCON-006,40.39849,-3.785456,0,,Unknown,Unknown
H0MNG1NRFCPHPBKOUZ9S,E-SA-Salamanca-004,40.969315,-5.669288,0,,Unknown,Unknown
2025000406,E-BA-BuenSuceso-001,38.431305,-6.416615,0,,Unknown,Unknown
R7FVUF1IJZIPTYXTQM3T,E-CA-Abrajanejo-001,36.74302,-5.7947,0,,Unknown,Unknown
2024007442,E-A-LalqueriaDasnar-001,38.7423,-0.437525,0,,Unknown,Unknown
DEQLEUQD5WMLPPHXMGZA,E-B-Barcelona-081,41.392693,2.186234,0,,Unknown,Unknown
6CHLAAXFWN7XAPJGECVK,E-A-Elcheelx-002,38.256077,-0.707368,0,,Unknown,Unknown
NZKF29DXKDHVXQBSR5VK,E-CA-EstellaDelMarques-002,36.670174,-6.15346,0,,Unknown,Unknown
P8GDXS6RJZKNWEUURTLP,E-IB-Indioteria-002,39.5939,2.669094,0,,Unknown,Unknown
PY58PNUDRLSQ9K8QWT1J,E-V-Bellreguard-001,38.94737,-0.159168,0,,Unknown,Unknown
2025000324,M-Coslada-003,40.431114,-3.532796,0,,Unknown,Unknown
JYMHZBMT9JKFJAS7JRT2,E-V-Valencia-088,39.45674,-0.348028,0,,Unknown,Unknown
2025000404,CR-CIUDADREAL-015,38.9861,-3.914535,0,,Unknown,Unknown
FRF2HSN1KYAOPDY0J22E,E-BU-Burgos-012,42.334515,-3.69701,0,,Unknown,Unknown
2025000174,MU-ESPARRAGAL-001,38.046734,-1.087669,0,,Unknown,Unknown
SYHHL58ICQQVXMAW6WRY,E-A-Carrus-001,38.271313,-0.709043,0,,Unknown,Unknown
HYREET0FDNJX1ICZC2JA,E-B-Condals-001,41.72547,1.839859,0,,Unknown,Unknown
VDX98HEZ320V0BRDCA3S,E-A-Benissa-006,38.71704,0.059136,0,,Unknown,Unknown
2025000099,VA-VALLADOLID-042,41.64876,-4.736044,0,,Unknown,Unknown
LVD1IWWFSC7NN05JUUUZ,E-V-Valencia-080,39.467297,-0.333852,0,,Unknown,Unknown
QCR8G7MC7Z0QY7BUCGZV,V-AVILA-016,40.64329,-4.69942,0,,Unknown,Unknown
OFEJIHF1Q68S93WNLRPT,E-B-Barcelona-088,41.381294,2.126636,0,,Unknown,Unknown
2024006507,E-B-MolinoDeRovira-001,41.33486,1.700331,0,,Unknown,Unknown
2024004946,E-A-Boqueres-002,38.39078,-0.513566,0,,Unknown,Unknown
2025000173,Z-EjeadelosCaballeros-001,42.128548,-1.129042,0,,Unknown,Unknown
2025000044,E-J-ArrayanesLaCruzLaLaguna-001,38.09409,-3.624941,0,,Unknown,Unknown
W2XRDSCXNYZE25XSFZUD,E-B-Badalona-006,41.460682,2.23489,0,,Unknown,Unknown
2024006795,BI-Erandio-001,43.30293,-2.950883,0,,Unknown,Unknown
029CCIMICUOX7GQQAHCY,E-IB-SantaPonca-003,39.489178,2.477248,0,,Unknown,Unknown
CMX7SVPNOIQZZHB5GQ3I,E-B-SantJoanDespi-001,41.3719,2.075279,0,,Unknown,Unknown
2025000323,BI-Barakaldo-012,43.287144,-3.004674,0,,Unknown,Unknown
2025000171,CR-Valdepeñas-006,38.77934,-3.389307,0,,Unknown,Unknown
2024004988,E-V-CastellarOliveral-002,39.451633,-0.367194,0,,Unknown,Unknown
TUEMRLF9QUMWMF6ZAEKM,E-V-Valencia-083,39.467716,-0.360734,0,,Unknown,Unknown
JMBQPM2QD8J9RIYSTIK4,E-B-Barcelona-071,41.347157,2.144361,0,,Unknown,Unknown
IHOTRS8XRONJMVZRAIUZ,M-BoadillaDelMonte-028,40.403385,-3.876362,0,,Unknown,Unknown
BKTXJG3UJBJ2DTI8XF3A,E-B-SantaMariaDeMontcada-001,41.484486,2.177081,0,,Unknown,Unknown
A8DQU6R25DVQVIEELIDI,E-AL-HuercalDeAlmeria-005,36.88303,-2.43461,0,,Unknown,Unknown
2024004941,E-V-TERESA DE COFRENTES-002,39.1017,-1.050029,0,,Unknown,Unknown
VE5K45X5TIRQOWHYJVCD,E-B-Barcelona-067,41.34712,2.144205,0,,Unknown,Unknown
PSZEOXJXFBFHUOXQMUW4,E-V-Valencia-086,39.478546,-0.364707,0,,Unknown,Unknown
OZMQS6SHRDDNTV4SGXSM,E-AB-LaRoda-001,39.203804,-2.157006,0,,Unknown,Unknown
YOJMVVWO4ZAYIDFIFLIU,E-A-Ballestera-001,38.430664,-0.394956,0,,Unknown,Unknown
2024001835,E-A-Calpe-001,38.65017,0.072172,0,,Unknown,Unknown
2024001927,B-BarberadelValles-005,41.51778,2.153639,0,,Unknown,Unknown
YODILB8AKGUREHFEJNEW,E-B-ElPratDeLlobregat-007,41.319496,2.090545,0,,Unknown,Unknown
2024000274,IB-CIUTADELLADEMENORCA-002,39.92701,3.8332,0,,Unknown,Unknown
2024006820,E-A-Elche-012,38.272266,-0.717689,0,,Unknown,Unknown
2024000488,A-Denia-008,38.82533,0.149787,0,,Unknown,Unknown
2024001886,E-AL-Mojacar-001,37.13761,-1.831694,0,,Unknown,Unknown
2024003469,E-A-Alicante-022,38.363956,-0.431903,0,,Unknown,Unknown
2024002112,E-A-Mutxamel-002,38.414406,-0.443544,0,,Unknown,Unknown
S5CHVJQJKBTIGS9NWGDS,NA-Estella-003,42.661343,-2.034342,0,,Unknown,Unknown
2024003543,E-CA-ArcosDeLaFrontera-003,36.749336,-5.822799,0,,Unknown,Unknown
2024006793,E-M-Madrid-218,40.45511,-3.585758,0,,Unknown,Unknown
2024004967,E-V-CastellarOliveral-001,39.451633,-0.367194,0,,Unknown,Unknown
2024003467,E-A-Alicante-024,38.344135,-0.528378,0,,Unknown,Unknown
2025000040,O-GIJON-19,43.538494,-5.701656,0,,Unknown,Unknown
2024003895,E-IB-PalmaDeMallorca-013,39.571407,2.680355,0,,Unknown,Unknown
2024007441,E-A-GataDeGorgos-003,38.7769,0.0889,0,,Unknown,Unknown
2024000704,BU-PeñarandadeDuero-001,41.68726,-3.48116,0,,Unknown,Unknown
2024000754,E-A-Villena-003,38.62969,-0.86612,0,,Unknown,Unknown
2024002423,E-A-Mutxamel-004,38.402126,-0.47224,0,,Unknown,Unknown
2024000171,E-A-Cox-002,38.14625,-0.886352,0,,Unknown,Unknown
2024003866,E-A-GataDeGorgos-002,38.77,0.08,0,,Unknown,Unknown
2024000281,A-Alicante-032,38.343643,-0.524816,0,,Unknown,Unknown
2024006826,E-MU-Mula-001,38.035366,-1.491296,0,,Unknown,Unknown
2024006803,E-IB-Establiments-001,39.58114,2.633309,0,,Unknown,Unknown
2024000763,E-A-Alcalali-001,38.772,-0.0066,0,,Unknown,Unknown
2024004982,E-A-Elda-007,38.4711,-0.800204,0,,Unknown,Unknown
2024006835,E-A-Planes-001,38.78206,-0.341264,0,,Unknown,Unknown
2024006620,T-Reus-010,41.14524,1.098507,0,,Unknown,Unknown
2024004818,GI-Girona-006,41.81647,3.0552,0,,Unknown,Unknown
2024003842,A-Alicante-049,38.367023,-0.469404,0,,Unknown,Unknown
2024002442,E-A-Elche/Elx-022,38.27592,-0.676438,0,,Unknown,Unknown
2024006499,NA-Pamplona-011,42.80379,-1.62776,0,,Unknown,Unknown
2025000170,A-BIGASTRO-001,38.06342,-0.903423,0,,Unknown,Unknown
2024002035,E-A-Pego-002,38.8413,-0.1153,0,,Unknown,Unknown
2024001896,E-BA-DonBenito-004,38.963825,-5.85602,0,,Unknown,Unknown
2024006791,E-BA-Merida-004,38.923412,-6.32437,0,,Unknown,Unknown
2024000464,E-BI-Lemoa-001,43.20517,-2.772871,0,,Unknown,Unknown
2024006851,E-IB-CalasDeMallorca-001,39.56603,3.212029,0,,Unknown,Unknown
2025000037,E-B-Sabadell-003,41.544476,2.115911,0,,Unknown,Unknown
2024002376,E-B-SantAndreuDeLaBarca-001,41.454945,1.960538,0,,Unknown,Unknown
2024004865,E-V-Anahuir-001,38.99709,-0.527556,0,,Unknown,Unknown
2024000839,E-GR-Baza-001,37.495445,-2.763191,0,,Unknown,Unknown
2025000169,Hiperber Alfaz del Pi - 01,38.580605,-0.106704,0,,Unknown,Unknown
2024001902,E-AL-OlulaDelRio-001,37.357117,-2.287599,0,,Unknown,Unknown
2024001092,E-IB-SantAntoniDePortmany-001,38.98668,1.305654,0,,Unknown,Unknown
2024004776,BI-Amorebieta-004,43.22526,-2.743108,0,,Unknown,Unknown
2024000778,M-Torrelodones-002,40.568565,-3.920128,0,,Unknown,Unknown
2024002380,E-A-Benidorm-023,38.541862,-0.12706,0,,Unknown,Unknown
2024004852,E-A-Castalla-005,38.59221,-0.665853,0,,Unknown,Unknown
2025000402,E-V-L'alcudia-001,39.123802,-0.519453,0,,Unknown,Unknown
2024004958,E-BU-Burgos-010,42.3417,-3.715219,0,,Unknown,Unknown
2024004977,E-BU-Burgos-009,42.349884,-3.660331,0,,Unknown,Unknown
2024001860,BI-Zamudio-006,43.28967,-2.858946,0,,Unknown,Unknown
2024000578,A-ALICANTE-046,38.369053,-0.463482,0,,Unknown,Unknown
2024002462,E-A-Ibi-004,38.62475,-0.573407,0,,Unknown,Unknown
2024004792,E-NA-Burlada-002,42.832195,-1.618169,0,,Unknown,Unknown
2024003884,E-AL-Garrucha-001,37.187714,-1.819263,0,,Unknown,Unknown
2024006501,E-A-Boqueres-001,38.39412,-0.519375,0,,Unknown,Unknown
2024004945,E-HU-Huesca-001,42.13984,-0.395268,0,,Unknown,Unknown
2024000613,HU-SallentdeGallego-001,42.7718,-0.3331,0,,Unknown,Unknown
2024003457,E-AL-Almeria-005,36.844807,-2.435948,0,,Unknown,Unknown
2024004965,E-B-Tona-001,41.850693,2.233668,0,,Unknown,Unknown
2024007440,O-AVILES-011,43.572582,-5.926099,0,,Unknown,Unknown
2024002458,E-B-HospitaletDeLlobregat-006,41.359642,2.124272,0,,Unknown,Unknown
2024002223,BI-Muskiz-002,43.32316,-3.124695,0,,Unknown,Unknown
2024002409,E-A-Torrevieja-008,37.964745,-0.730975,0,,Unknown,Unknown
NV4TD51NYXTHDANFL7PZ,E-A-FondoDeLesNeus-001,38.307796,-0.852278,0,,Unknown,Unknown
2024004963,E-A-Alicante-027,38.345264,-0.493463,0,,Unknown,Unknown
2024002408,E-B-Barcelona-045,41.410873,2.194392,0,,Unknown,Unknown
FFNUCTGYXZ9BAD4DOFQ8,HU-Villanua-01,42.678192,-0.537995,0,,Unknown,Unknown
2024002420,E-IB-Marratxi-004,39.62155,2.724718,0,,Unknown,Unknown
2024004851,BI-Muskiz-003,43.322105,-3.112952,0,,Unknown,Unknown
2024003825,AB-ALCADOZO-001,38.994595,-1.8535,0,,Unknown,Unknown
2024000377,VI-Vitoria-016,42.90914,-2.67313,0,,Unknown,Unknown
2025000168,E-A-Novelda-004,38.38515,-0.74498,0,,Unknown,Unknown
2024000591,A-ElsPoblets-001,38.84919,0.016283,0,,Unknown,Unknown
2024001924,E-BU-MirandaDeEbro-004,42.686462,-2.948004,0,,Unknown,Unknown
2024003478,E-BU-MirandaDeEbro-003,42.69522,-2.953758,0,,Unknown,Unknown
2025000098,E-Z-Zaragoza-018,41.663998,-0.904927,0,,Unknown,Unknown
2024002180,AV-AVILA-011,40.665203,-4.664241,0,,Unknown,Unknown
2024006649,E-T-LaPineda-001,41.0919,1.17589,0,,Unknown,Unknown
2024000166,E-A-L'AlqueriaD'Asnar-002,38.73515,-0.441111,0,,Unknown,Unknown
2024000742,BI-Muskiz-001,43.322495,-3.118303,0,,Unknown,Unknown
2024006685,B-SANTBOIDELLOBREGAT-007,41.332806,2.053067,0,,Unknown,Unknown
2024002267,E-A-L'AlqueriaD'Asnar-001,38.744522,-0.437908,0,,Unknown,Unknown
RGZZBGB6XQRH4IMOEO57,E-A-DayaVieja-001,38.10374,-0.735894,0,,Unknown,Unknown
2024004979,E-LO-Alfaro-001,42.171963,-1.744826,0,,Unknown,Unknown
2024006819,E-IB-Llucmajor-003,39.449375,2.754098,0,,Unknown,Unknown
2024006489,E-A-Xinorlet-001,38.436684,-0.839104,0,,Unknown,Unknown
2024004986,E-CR-Tomelloso-001,39.15678,-3.023392,0,,Unknown,Unknown
